final_dic_style,hairshop,style,mean_score,review_count,location,longitude,latitude,menu_prices,matched_menus,final_menu,final_menu_name,final_menu_price
히메컷,디온드헤어 강남본점,히메컷,0.9,1,서울 서초구 강남대로53길 12 602호,127.027705111719,37.4943931800281,"[{'category': '컷', 'menu': '여성컷', 'price': '35,000'}, {'category': '컷', 'menu': '남성컷', 'price': '30,000'}, {'category': '컷', 'menu': '앞머리컷', 'price': '10,000'}, {'category': '일반펌', 'menu': '남성컷+ 다운펌(전체)', 'price': '80,000'}, {'category': '일반펌', 'menu': '컷+두상 옆머리 다운펌', 'price': '50,000'}, {'category': '일반펌', 'menu': '모든 스타일의 남성펌', 'price': '110,000'}, {'category': '일반펌', 'menu': '앞머리펌(커트비 별도)', 'price': '44,000'}, {'category': '열펌', 'menu': '뿌리매직 (셋팅 추가시 )', 'price': '50,000'}, {'category': '열펌', 'menu': '뿌리매직(단독시술)', 'price': '150,000'}, {'category': '열펌', 'menu': '남성 볼륨매직', 'price': '120,000'}, {'category': '열펌', 'menu': '열펌(s컬,c컬,s+c컬)', 'price': '200,000'}, {'category': '염색', 'menu': '남성염색', 'price': '100,000'}, {'category': '염색', 'menu': '여성컬러', 'price': '120,000'}, {'category': '염색', 'menu': '뿌리염색', 'price': '80,000'}, {'category': '클리닉', 'menu': '프리미엄 클리닉', 'price': '150,000'}, {'category': '클리닉', 'menu': '두피스케일링+컷', 'price': '70,000'}]","[{'menu': '여성컷', 'price': '35,000'}, {'menu': '앞머리컷', 'price': '10,000'}, {'menu': '컷+두상 옆머리 다운펌', 'price': '50,000'}, {'menu': '두피스케일링+컷', 'price': '70,000'}]","[{'menu': '앞머리컷', 'price': '10,000'}, {'menu': '여성컷', 'price': '35,000'}, {'menu': '컷+두상 옆머리 다운펌', 'price': '50,000'}, {'menu': '두피스케일링+컷', 'price': '70,000'}]",앞머리컷,10000.0
히메컷,이가자헤어비스 포레온 둔촌동역점,히메컷,0.8,2,서울 강동구 양재대로 1360 포레온스테이션5 2층 2017호,127.137046059861,37.5274758605763,"[{'category': '컷', 'menu': '앞머리컷', 'price': '5,000'}, {'category': '컷', 'menu': '앞머리 컷 (new design)', 'price': '10,000'}, {'category': '컷', 'menu': '학생컷 (네이버 첫방문 할인)', 'price': '18,900'}, {'category': '컷', 'menu': '남성컷 (네이버 첫방문 할인)', 'price': '21,000'}, {'category': '컷', 'menu': '여성컷 (네이버 첫방문 할인)', 'price': '24,500'}, {'category': '일반펌', 'menu': '일반펌 남성 (네이버 첫방문 할인)', 'price': '77,000'}, {'category': '일반펌', 'menu': '일반펌 여성 (네이버 첫방문 할인)', 'price': '80,500'}, {'category': '일반펌', 'menu': '히피펌 (네이버 첫방문 할인)', 'price': '119,000'}, {'category': '열펌', 'menu': '볼륨매직 여성 (네이버 첫방문 할인)', 'price': '147,000'}, {'category': '열펌', 'menu': '볼륨매직 남성 (네이버 첫방문 할인)', 'price': '112,000'}, {'category': '열펌', 'menu': '디지털펌 (네이버 첫방문 할인)', 'price': '136,500'}, {'category': '열펌', 'menu': '매직셋팅 (네이버 첫방문 할인)', 'price': '182,000'}, {'category': '염색', 'menu': '뿌리염색(베) (네이버 첫방문 할인)', 'price': '59,500'}, {'category': '염색', 'menu': '뿌리염색(프) (네이버 첫방문 할인)', 'price': '73,500'}, {'category': '염색', 'menu': '베이직 염색 (네이버 첫방문 할인)', 'price': '73,500'}, {'category': '염색', 'menu': '프리미엄 염색 (네이버 첫방문 할인)', 'price': '87,500'}, {'category': '클리닉', 'menu': '복구 크리닉 (네이버 첫방문 할인)', 'price': '175,000'}, {'category': '기타', 'menu': '블로우드라이 (네이버 첫방문 할인)', 'price': '21,000'}, {'category': '기타', 'menu': '아이롱드라이 (네이버 첫방문 할인)', 'price': '28,000'}]","[{'menu': '앞머리컷', 'price': '5,000'}, {'menu': '앞머리 컷 (new design)', 'price': '10,000'}, {'menu': '학생컷 (네이버 첫방문 할인)', 'price': '18,900'}, {'menu': '여성컷 (네이버 첫방문 할인)', 'price': '24,500'}, {'menu': '히피펌 (네이버 첫방문 할인)', 'price': '119,000'}]","[{'menu': '앞머리컷', 'price': '5,000'}, {'menu': '앞머리 컷 (new design)', 'price': '10,000'}, {'menu': '학생컷 (네이버 첫방문 할인)', 'price': '18,900'}, {'menu': '여성컷 (네이버 첫방문 할인)', 'price': '24,500'}, {'menu': '히피펌 (네이버 첫방문 할인)', 'price': '119,000'}]",앞머리컷,5000.0
히메컷,이가자헤어비스 올림픽공원역점,히메컷,0.8,1,서울 송파구 양재대로 1218 비동 202호,127.137712375583,37.5166909917264,"[{'category': '컷', 'menu': '앞머리컷', 'price': '5,000'}, {'category': '컷', 'menu': '여자컷', 'price': '35,000'}, {'category': '컷', 'menu': '남자컷', 'price': '30,000'}, {'category': '컷', 'menu': '학생컷', 'price': '27,000'}, {'category': '일반펌', 'menu': '베이직펌 (남성)', 'price': '110,000'}, {'category': '일반펌', 'menu': '다운펌', 'price': '30,000'}, {'category': '일반펌', 'menu': '베이직펌 (여성)', 'price': '115,000'}, {'category': '일반펌', 'menu': '히피펌', 'price': '170,000'}, {'category': '일반펌', 'menu': '볼륨매직', 'price': '210,000'}, {'category': '일반펌', 'menu': '뿌리펌', 'price': '60,000'}, {'category': '일반펌', 'menu': '앞머리펌', 'price': '40,000'}, {'category': '열펌', 'menu': '디지털,셋팅펌', 'price': '195,000'}, {'category': '열펌', 'menu': '매직셋팅펌', 'price': '260,000'}, {'category': '열펌', 'menu': '앞머리매직', 'price': '55,000'}, {'category': '염색', 'menu': '뿌리염색 (베이직)', 'price': '85,000'}, {'category': '염색', 'menu': '전체염색 (베이직)', 'price': '105,000'}, {'category': '염색', 'menu': '탈색', 'price': '100,000'}, {'category': '클리닉', 'menu': '두피스켈링', 'price': '50,000'}, {'category': '클리닉', 'menu': '도히스파 두피관리', 'price': '120,000'}, {'category': '클리닉', 'menu': '크리닉 (베이직)', 'price': '100,000'}, {'category': '클리닉', 'menu': '복구크리닉 (비너스)', 'price': '250,000'}]","[{'menu': '앞머리컷', 'price': '5,000'}, {'menu': '여자컷', 'price': '35,000'}, {'menu': '학생컷', 'price': '27,000'}, {'menu': '히피펌', 'price': '170,000'}, {'menu': '도히스파 두피관리', 'price': '120,000'}]","[{'menu': '앞머리컷', 'price': '5,000'}, {'menu': '학생컷', 'price': '27,000'}, {'menu': '여자컷', 'price': '35,000'}, {'menu': '도히스파 두피관리', 'price': '120,000'}, {'menu': '히피펌', 'price': '170,000'}]",앞머리컷,5000.0
히메컷,자스민헤어,히메컷,0.8,1,서울 양천구 오목로 345 2층 215호,126.875820730078,37.5247775349288,"[{'category': '컷', 'menu': '여성컷', 'price': '30,000'}, {'category': '컷', 'menu': '남성컷', 'price': '30,000'}, {'category': '일반펌', 'menu': '여성 일반펌', 'price': '200,000'}, {'category': '일반펌', 'menu': '남성 일반펌', 'price': '180,000'}, {'category': '열펌', 'menu': '복구펌(매직셋팅)', 'price': None}, {'category': '열펌', 'menu': '복구펌(매직)', 'price': None}, {'category': '열펌', 'menu': '복구펌 (셋팅,디지털)', 'price': None}, {'category': '열펌', 'menu': '셋팅, 디지털펌(손상 완화)', 'price': '220,000'}, {'category': '열펌', 'menu': '매직(손상 완화)', 'price': '240,000'}, {'category': '열펌', 'menu': '매직셋팅펌', 'price': '210,000'}, {'category': '열펌', 'menu': '매직셋팅 (손상 완화)', 'price': '260,000'}, {'category': '염색', 'menu': '뿌리염색', 'price': '80,000'}, {'category': '염색', 'menu': '전체염색(숏)', 'price': '100,000'}, {'category': '염색', 'menu': '전체염색(미듐)', 'price': '120,000'}, {'category': '염색', 'menu': '전체염색(롱)', 'price': '150,000'}, {'category': '클리닉', 'menu': '자스민 크리닉', 'price': '130,000'}, {'category': '클리닉', 'menu': '결개선 크리닉', 'price': '200,000'}, {'category': '클리닉', 'menu': '두피크리닉', 'price': '120,000'}]","[{'menu': '여성컷', 'price': '30,000'}]","[{'menu': '여성컷', 'price': '30,000'}]",여성컷,30000.0
히메컷,엔버 양재점,히메컷,0.78,5,서울 서초구 강남대로37길 56-6 자운영빌딩 2층,127.030440587428,37.4850236489392,"[{'category': '컷', 'menu': '디자이너 커트 (직급별 차등 요금)', 'price': '35,000'}, {'category': '컷', 'menu': '원장 커트 (직급별 차등 요금)', 'price': '55,000'}, {'category': '일반펌', 'menu': '숏펌 (직급별 차등 요금)', 'price': '200,000'}, {'category': '일반펌', 'menu': '단발펌 (직급별 차등 요금)', 'price': '220,000'}, {'category': '일반펌', 'menu': '미디움펌 (직급별 차등 요금)', 'price': '240,000'}, {'category': '일반펌', 'menu': '롱펌 (직급별 차등 요금)', 'price': '270,000'}, {'category': '염색', 'menu': '뿌리염색 (기장별 차등 요금)', 'price': '90,000'}, {'category': '염색', 'menu': '숏염색 (기장별 차등 요금)', 'price': '110,000'}, {'category': '염색', 'menu': '단발염색 (기장별 차등 요금)', 'price': '130,000'}, {'category': '염색', 'menu': '미디움염색 (기장별 차등 요금)', 'price': '150,000'}, {'category': '염색', 'menu': '롱염색 (기장별 차등 요금)', 'price': '170,000'}, {'category': '클리닉', 'menu': '클래식케어', 'price': '150,000'}, {'category': '클리닉', 'menu': '모발케어', 'price': '90,000'}, {'category': '클리닉', 'menu': '두피케어', 'price': '70,000'}]","[{'menu': '디자이너 커트 (직급별 차등 요금)', 'price': '35,000'}, {'menu': '원장 커트 (직급별 차등 요금)', 'price': '55,000'}, {'menu': '숏펌 (직급별 차등 요금)', 'price': '200,000'}, {'menu': '단발펌 (직급별 차등 요금)', 'price': '220,000'}, {'menu': '미디움펌 (직급별 차등 요금)', 'price': '240,000'}, {'menu': '롱펌 (직급별 차등 요금)', 'price': '270,000'}, {'menu': '뿌리염색 (기장별 차등 요금)', 'price': '90,000'}, {'menu': '숏염색 (기장별 차등 요금)', 'price': '110,000'}, {'menu': '단발염색 (기장별 차등 요금)', 'price': '130,000'}, {'menu': '미디움염색 (기장별 차등 요금)', 'price': '150,000'}, {'menu': '롱염색 (기장별 차등 요금)', 'price': '170,000'}, {'menu': '클래식케어', 'price': '150,000'}, {'menu': '모발케어', 'price': '90,000'}, {'menu': '두피케어', 'price': '70,000'}]","[{'menu': '디자이너 커트 (직급별 차등 요금)', 'price': '35,000'}, {'menu': '원장 커트 (직급별 차등 요금)', 'price': '55,000'}, {'menu': '두피케어', 'price': '70,000'}, {'menu': '뿌리염색 (기장별 차등 요금)', 'price': '90,000'}, {'menu': '모발케어', 'price': '90,000'}, {'menu': '숏염색 (기장별 차등 요금)', 'price': '110,000'}, {'menu': '단발염색 (기장별 차등 요금)', 'price': '130,000'}, {'menu': '미디움염색 (기장별 차등 요금)', 'price': '150,000'}, {'menu': '클래식케어', 'price': '150,000'}, {'menu': '롱염색 (기장별 차등 요금)', 'price': '170,000'}, {'menu': '숏펌 (직급별 차등 요금)', 'price': '200,000'}, {'menu': '단발펌 (직급별 차등 요금)', 'price': '220,000'}, {'menu': '미디움펌 (직급별 차등 요금)', 'price': '240,000'}, {'menu': '롱펌 (직급별 차등 요금)', 'price': '270,000'}]",디자이너 커트 (직급별 차등 요금),35000.0
히메컷,하젤 헤어스튜디오,히메컷,0.19999999999999996,3,서울 성동구 장터길 14-1 2층,127.01735991661,37.5482528690533,"[{'category': '컷', 'menu': '남자 디자인 컷', 'price': '24,000'}, {'category': '컷', 'menu': '여자 디자인 컷 (긴머리 샴푸비별도)', 'price': '26,000'}, {'category': '컷', 'menu': '학생컷', 'price': '25,000'}, {'category': '컷', 'menu': '주니어 컷(학생)', 'price': '22,000'}, {'category': '일반펌', 'menu': '다운펌(컷트 포함)', 'price': '50,000'}, {'category': '일반펌', 'menu': '남자 일반펌', 'price': '90,000'}, {'category': '일반펌', 'menu': '여자 일반펌', 'price': '100,000'}, {'category': '열펌', 'menu': '여자 볼륨매직', 'price': '145,000'}, {'category': '열펌', 'menu': '여자 뿌리염색', 'price': '60,000'}, {'category': '열펌', 'menu': '여자 열펌', 'price': '130,000'}, {'category': '열펌', 'menu': '여자 매직셋팅', 'price': '175,000'}, {'category': '염색', 'menu': '남자 기본염색', 'price': '65,000'}, {'category': '염색', 'menu': '여자 기본염색', 'price': '75,000'}, {'category': '염색', 'menu': '남자 뿌리염색', 'price': '50,000'}, {'category': '염색', 'menu': '남자 새치염색', 'price': '60,000'}, {'category': '염색', 'menu': '남자 탈색(1회기준)', 'price': '70,000'}, {'category': '클리닉', 'menu': '여자 리커버리 클리닉', 'price': '110,000'}]","[{'menu': '여자 디자인 컷 (긴머리 샴푸비별도)', 'price': '26,000'}, {'menu': '학생컷', 'price': '25,000'}, {'menu': '주니어 컷(학생)', 'price': '22,000'}, {'menu': '다운펌(컷트 포함)', 'price': '50,000'}]","[{'menu': '주니어 컷(학생)', 'price': '22,000'}, {'menu': '학생컷', 'price': '25,000'}, {'menu': '여자 디자인 컷 (긴머리 샴푸비별도)', 'price': '26,000'}, {'menu': '다운펌(컷트 포함)', 'price': '50,000'}]",주니어 컷(학생),22000.0
허그펌,아이디헤어 아현뉴타운점,C컬펌,0.8333333333333334,6,서울 마포구 마포대로 173-14 센텀슬로우스퀘어 2층 201호,126.953625787034,37.55099812968,"[{'category': '컷', 'menu': '여성 컷', 'price': '28,000'}, {'category': '컷', 'menu': '남성 컷', 'price': '25,000'}, {'category': '일반펌', 'menu': '남성일반펌', 'price': '100,000'}, {'category': '일반펌', 'menu': '여성일반펌', 'price': '120,000'}, {'category': '열펌', 'menu': '열펌(셋팅,디지털)', 'price': '180,000'}, {'category': '염색', 'menu': '뿌리염색', 'price': '60,000'}, {'category': '클리닉', 'menu': '두피케어 (헤드스파)', 'price': '60,000'}]","[{'menu': '여성일반펌', 'price': '120,000'}, {'menu': '열펌(셋팅,디지털)', 'price': '180,000'}]","[{'menu': '여성일반펌', 'price': '120,000'}, {'menu': '열펌(셋팅,디지털)', 'price': '180,000'}]",여성일반펌,120000.0
C컬펌,아이디헤어 아현뉴타운점,C컬펌,0.8333333333333334,6,서울 마포구 마포대로 173-14 센텀슬로우스퀘어 2층 201호,126.953625787034,37.55099812968,"[{'category': '컷', 'menu': '여성 컷', 'price': '28,000'}, {'category': '컷', 'menu': '남성 컷', 'price': '25,000'}, {'category': '일반펌', 'menu': '남성일반펌', 'price': '100,000'}, {'category': '일반펌', 'menu': '여성일반펌', 'price': '120,000'}, {'category': '열펌', 'menu': '열펌(셋팅,디지털)', 'price': '180,000'}, {'category': '염색', 'menu': '뿌리염색', 'price': '60,000'}, {'category': '클리닉', 'menu': '두피케어 (헤드스파)', 'price': '60,000'}]","[{'menu': '여성일반펌', 'price': '120,000'}, {'menu': '열펌(셋팅,디지털)', 'price': '180,000'}]","[{'menu': '여성일반펌', 'price': '120,000'}, {'menu': '열펌(셋팅,디지털)', 'price': '180,000'}]",여성일반펌,120000.0
C컬펌_레이어드컷,아이디헤어 아현뉴타운점,C컬펌,0.8333333333333334,6,서울 마포구 마포대로 173-14 센텀슬로우스퀘어 2층 201호,126.953625787034,37.55099812968,"[{'category': '컷', 'menu': '여성 컷', 'price': '28,000'}, {'category': '컷', 'menu': '남성 컷', 'price': '25,000'}, {'category': '일반펌', 'menu': '남성일반펌', 'price': '100,000'}, {'category': '일반펌', 'menu': '여성일반펌', 'price': '120,000'}, {'category': '열펌', 'menu': '열펌(셋팅,디지털)', 'price': '180,000'}, {'category': '염색', 'menu': '뿌리염색', 'price': '60,000'}, {'category': '클리닉', 'menu': '두피케어 (헤드스파)', 'price': '60,000'}]","[{'menu': '여성일반펌', 'price': '120,000'}, {'menu': '열펌(셋팅,디지털)', 'price': '180,000'}]","[{'menu': '여성일반펌', 'price': '120,000'}, {'menu': '열펌(셋팅,디지털)', 'price': '180,000'}]",여성일반펌,120000.0
허그펌_레이어드컷,아이디헤어 아현뉴타운점,C컬펌,0.8333333333333334,6,서울 마포구 마포대로 173-14 센텀슬로우스퀘어 2층 201호,126.953625787034,37.55099812968,"[{'category': '컷', 'menu': '여성 컷', 'price': '28,000'}, {'category': '컷', 'menu': '남성 컷', 'price': '25,000'}, {'category': '일반펌', 'menu': '남성일반펌', 'price': '100,000'}, {'category': '일반펌', 'menu': '여성일반펌', 'price': '120,000'}, {'category': '열펌', 'menu': '열펌(셋팅,디지털)', 'price': '180,000'}, {'category': '염색', 'menu': '뿌리염색', 'price': '60,000'}, {'category': '클리닉', 'menu': '두피케어 (헤드스파)', 'price': '60,000'}]","[{'menu': '여성일반펌', 'price': '120,000'}, {'menu': '열펌(셋팅,디지털)', 'price': '180,000'}]","[{'menu': '여성일반펌', 'price': '120,000'}, {'menu': '열펌(셋팅,디지털)', 'price': '180,000'}]",여성일반펌,120000.0
